电影名,导演,编剧,演员,类型,电影时长(分钟),上映时间(年),评分,票房,发行公司,制片公司
吸血鬼日记 第七季 The Vampire Diaries Season 7,马科斯·西恩加,"保罗·韦斯利,伊恩·萨默海尔德,马修·戴维斯,卡特琳娜·格兰厄姆,坎迪丝·阿科拉,扎齐·罗伊瑞格,安妮·沃斯奇","保罗·韦斯利,伊恩·萨默海尔德,马修·戴维斯,卡特琳娜·格兰厄姆,坎迪丝·阿科拉,扎齐·罗伊瑞格,安妮·沃斯奇",剧情,120,2015,7.0,0.0,暂无发行公司,暂无制片公司
朋友妈妈2017：朋友不在家的日子 친구엄마 2017: 친구가 집에 없던 날,이진,쿄우노 미레이,쿄우노 미레이,剧情,61,2017,4.2,0.0,暂无发行公司,暂无制片公司
恋人濡湿 恋人たちは濡れた,神代辰巳,"鸭田好史,神代辰巳","中川梨绘,大江彻,绘泽萠子,蓟千露",情色,76,1973,6.1,0.0,暂无发行公司,暂无制片公司
007：大破天幕杀机 Skyfall,萨姆·门德斯,"尼尔·珀维斯,罗伯特·韦德,约翰·洛根","丹尼尔·克雷格,朱迪·丹奇,哈维尔·巴登,拉尔夫·费因斯,娜奥米·哈里斯,贝纳尼丝·玛尔洛,阿尔伯特·芬尼,本·卫肖,罗里·金奈尔,奥拉·拉佩斯,海伦·麦克洛瑞,尼古拉斯·伍德森,Bill Buckhurst,Elize du Toit,伊恩 博纳,杰克·费尔布罗勒",动作,143,2013,7.0,0.0,暂无发行公司,暂无制片公司
言叶之庭 言の葉の庭,新海诚,新海诚,"入野自由,花泽香菜,平野文,前田刚,寺崎裕香,星野贵纪,井上优,潘惠美,小松未可子,早志勇纪,关根航,水野理纱,下崎纮史,石岛久仁子,村田太志,田所梓",爱情,46,2013,8.3,0.0,暂无发行公司,暂无制片公司
菲洛梅娜 Philomena,斯蒂芬·弗雷斯,"史蒂夫·库根,杰夫·波普,马丁·西克史密斯","朱迪·丹奇,史蒂夫·库根,苏菲·肯尼迪·克拉克,梅尔·温宁汉姆,芭芭拉·杰夫德,鲁斯·麦克卡比,皮特·赫尔曼,肖恩·马洪,安娜·麦克西维尔·马丁,米歇尔·费尔利,乌米·马萨库,夏莉·墨菲,凯特·弗利特伍德",剧情,98,2013,8.4,0.0,暂无发行公司,暂无制片公司
一眉道人,林正英,"史美仪,陈锦昌,沈治樑","林正英,钱小豪,吕方,吴君如,楼南光,玛利亚",喜剧,86,1989,7.7,0.0,暂无发行公司,暂无制片公司
"我，机器人 I, Robot",亚历克斯·普罗亚斯,"Jeff Vintar,阿齐瓦·高斯曼,艾萨克·阿西莫夫","威尔·史密斯,布丽姬·穆娜,艾伦·图代克,布鲁斯·格林伍德,Adrian Ricard,齐·麦克布赖德,杰瑞·瓦塞尔曼,Fiona Hogan,Peter Shinkoda",动作,115,2004,8.1,0.0,暂无发行公司,暂无制片公司
内在美 뷰티인사이드,宋贤旭,林回音,"徐玄振,李民基,李多喜,安宰贤,文知茵,罗映姫,李文秀,金姬贞,柳和荣,金承旭,李哲民 ,金成铃,金玟锡,罗美兰",剧情,120,2018,7.8,0.0,暂无发行公司,暂无制片公司
黄飞鸿之铁鸡斗蜈蚣 黃飛鴻之鐵雞鬥蜈蚣,王晶,王晶,"李连杰,张敏,张卫健,陈百祥,袁咏仪,徐忠信,梁家仁,苑琼丹,张兰英",喜剧,111,1993,7.0,0.0,暂无发行公司,暂无制片公司
狂蟒之灾4 Anaconda 4: Trail of Blood,唐·方李洛伊,David C. Olson,"克里斯托·艾伦,Calin Stanciu,林登·阿什比,Danny Midwinter,约翰·瑞斯-戴维斯",动作,89,2009,4.6,0.0,暂无发行公司,暂无制片公司
中国达人秀 第六季,章骊,陆伟,"沈腾,杨幂,金星,蔡国庆",音乐,120,2019,4.4,0.0,暂无发行公司,暂无制片公司
香蜜沉沉烬如霜,朱锐斌,"马佳,张鸢盎,刘格林,徐子善,陈璐莎","杨紫,邓伦,陈钰琪,罗云熙,王一菲,邹廷威,周海媚,萨顶顶,杜雨宸,廖劲锋,夏志远,何中华,宁文彤,王媛可,王仁君,彭杨,张棪琰",爱情,120,2018,7.7,0.0,暂无发行公司,暂无制片公司
了不起的麦瑟尔夫人 第一季 The Marvelous Mrs. Maisel Season 1,埃米·谢尔曼-帕拉迪诺,"埃米·谢尔曼-帕拉迪诺,丹尼尔·帕拉迪诺,Sheila R. Lawrence","瑞秋·布罗斯纳安,艾利克斯·布诺斯町,玛琳·辛科,托尼·夏尔赫布,迈克尔·泽根,贝利·宝顿,玛蒂尔达·斯齐达吉斯,马提欧·帕斯卡尔,布赖恩·塔伦蒂诺,吉尔伯特·戈特弗雷德,卢克·科比 ,辛西娅·达洛,凯文·波拉克,卡罗琳·阿隆,艾琳·达克,罗里·达菲,乔尔·约翰斯通,凯特琳·梅纳",剧情,120,2017,8.8,0.0,暂无发行公司,暂无制片公司
港囧,徐峥,"束焕,苏亮,赵英俊,邢爱娜,徐峥","徐峥,赵薇,包贝尔,杜鹃,葛民辉,李灿森,潘虹,赵有亮,朱媛媛,王迅,冯勉恒,王晶,叶竞生,林晓峰,车保罗,苑琼丹,林雪,江约诚,郑丹瑞,田启文,吴耀汉,林路迪,詹瑞文,庄思敏,陶虹",喜剧,114,2015,5.7,161410.4,北京光线影业有限公司,"北京真乐道文化传播有限公司 Beijing Zhenledao Media Co.,Ltd/北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd/山南光线影业有限公司 Shannan Guangxian Pictures Co.,Ltd/北京普林赛斯文化传播有限责任公司 Beijing PULIN Production Co.,Ltd "
地狱客栈 Hazbin Hotel,薇薇恩·梅德拉诺,薇薇恩·梅德拉诺,"吉尔·哈里斯,埃尔希·洛夫洛克,迈克尔·科瓦赫,莫妮卡·佛朗哥,爱德华·博斯科,加布里埃尔·C·布朗,斯坦珀,克莉丝朵·拉波特,米歇尔·玛丽",喜剧,120,2019,8.9,0.0,暂无发行公司,暂无制片公司
镖行天下之走单骑,邓衍成,吴峥,"周群达,吴晓敏,姜大卫,王莎莎,邹爽,孟广美",剧情,94,2007,6.8,0.0,暂无发行公司,暂无制片公司
奇幻森林 The Jungle Book,乔恩·费儒,"贾斯丁·马科斯,拉迪亚德·吉普林","尼尔·塞西,比尔·默瑞,本·金斯利,伊德里斯·艾尔巴,露皮塔·尼永奥,斯嘉丽·约翰逊,吉安卡罗·埃斯波西托,克里斯托弗·沃肯,恩杰伊·安东尼,盖瑞·山德林,莎拉·阿林顿,瑞提什·拉詹",剧情,106,2016,7.8,0.0,暂无发行公司,暂无制片公司
琼斯先生 Mr. Jones,阿格涅丝卡·霍兰,安德列·查卢帕,"詹姆斯·诺顿,凡妮莎·柯比,彼得·萨斯加德,约瑟夫·马勒,肯尼思·库兰汉姆,费奈拉·伍尔加,米卡丽娜·欧赞思佳,塞林·琼斯,贝娅塔·波兹尼亚克,朱利安·刘易斯·琼斯,理查德·艾尔芬,简·豪,克日什托夫·皮耶钦斯基",剧情,119,2019,7.4,0.0,暂无发行公司,暂无制片公司
王冠 第二季 The Crown Season 2,菲利普·马丁,"皮特·摩根,艾米·詹金斯,汤姆·艾吉","克莱尔·芙伊,马特·史密斯,凡妮莎·柯比,杰瑞米·诺森,安东·莱瑟,威尔·基恩,丹尼尔·英格斯,克洛伊·皮里,皮普·托伦斯,格雷·怀斯,比利·詹金斯,哈利·海顿-佩顿,克莱夫·弗朗西斯,尼古拉斯·本恩斯,马修·古迪,迈克尔·C·豪尔,乔迪·巴尔弗,丽丝·麦克伦尼,迈克尔·伯滕肖,乔纳森纽斯,露西·拉塞尔,阿米尔鲍特罗斯,尤兰达·凯罗,阿历克斯·杰宁斯",剧情,120,2017,9.3,0.0,暂无发行公司,暂无制片公司
伦文叙老点柳先开 倫文敘老點柳先開,罗文,"黎文卓,叶佳","郭富城,张卫健,周慧敏,吴孟达",喜剧,94,1994,6.9,0.0,暂无发行公司,暂无制片公司
逃学威龙2 逃學威龍2,陈嘉上,"阮继志,陈嘉上,陈健忠","周星驰,张敏,吴孟达,朱茵,叶德娴,方保罗,周文健,柯受良,李丽蕊",喜剧,97,1992,7.6,0.0,暂无发行公司,暂无制片公司
根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,迈克·内威尔,"唐·罗斯,凯文·胡德,托马斯·伯祖查","莉莉·詹姆斯,米希尔·赫伊斯曼,格伦·鲍威尔,马修·古迪,杰西卡·布朗·芬德利,汤姆·康特奈,佩内洛普·威尔顿",剧情,124,2018,7.3,0.0,暂无发行公司,暂无制片公司
大决战之平津战役,李俊,"李平分,史超,王军","古月,苏林,马绍信,鲁继先,史崇仁,赵恒多,李定保",剧情,218,1992,7.8,0.0,暂无发行公司,暂无制片公司
那年那兔那些事  第三季,十一,周帆,"山新,藤新",动画,120,2016,8.9,0.0,暂无发行公司,暂无制片公司
诸神之怒 Wrath of the Titans,乔纳森·里贝斯曼,"Dan Mazeau,David Leslie Johnson,Greg Berlanti,斯蒂文·奈特","萨姆·沃辛顿,拉尔夫·费因斯,连姆·尼森,丹尼·赫斯顿,埃德加·拉米雷兹,比尔·奈伊,托比·凯贝尔,裴淳华",动作,99,2012,6.0,0.0,暂无发行公司,暂无制片公司
反贪风暴 Z風暴,林德禄 ,"黄浩华,林德禄 ","古天乐,林家栋,陈静,夏嫣,王敏德,卢海鹏,欧锦棠,曾国祥,张兆辉,骆应钧,廖启智,姜皓文,何华超,张松枝,田学维,徐靖雯,王澜霏,吕珊,张坚庭,罗冠兰,方平,张同祖",剧情,93,2014,5.9,0.0,暂无发行公司,暂无制片公司
一拳超人 第二季 ワンパンマン 2期,樱井亲良,"ONE,铃木智寻,稻本达郎","古川慎,石川界人,梶裕贵,悠木碧,山路和弘,津田健次郎,高山南,玄田哲章,安元洋贵,樱井孝宏,上田耀司,浪川大辅,日野聪,上田祐司,鸟海浩辅,小西克幸,羽多野涉,小野坂昌也,宫野真守,早见沙织,中村悠一,绿川光,松风雅也,梅原裕一郎",剧情,120,2019,7.8,0.0,暂无发行公司,暂无制片公司
阴阳路2：我在你左右,邱礼涛,"曾国赐,刘孝伟","古天乐,雷宇扬,丁子峻,钱嘉乐,温裕红,李蕙敏,吴志雄,张达明,黎耀祥,伍咏薇,谷德昭",喜剧,96,1997,6.6,0.0,暂无发行公司,暂无制片公司
密战,钟少雄,张炭,"郭富城,赵丽颖,张翰,任达华,张蓝心,朱一龙,于晓光,刘玥心,奚美娟,寇振海,由立平,安亚平,孙耀威,曹操,李滨,涂黎曼,艾如",剧情,100,2017,4.3,7945.4,"四海电影发行联盟 Sihai Distribution Association/北京无限自在文化传媒股份有限公司 Beijing Wishart Communication Co.,Ltd/上海电影股份有限公司影视发行分公司 Eastern Mordor","北京南海影业有限公司 Beijing Nanhai Pictures Co.,Ltd/北京风骨文化传播有限公司 Beijing Fenggu Culture Communication Co. Ltd. /捷成世纪文化产业集团有限公司 Jiecheng Shiji Cultural Industry Group Co.,Ltd/国盈资产管理有限公司 /上海融开文化传播有限公司 /上海祥子文化传媒有限公司 Shanghai Xiangzi Media Co.,Ltd/北京壹尺文化传媒有限公司 /上海飞翎影视传媒有限公司 /天津春天影业投资发展有限公司 Tianjin ChunTian Pictures Investment Co.,Ltd/融金睿盈（北京）投资有限公司 /上海乾立股权投资基金管理有限公司 Shanghai Chamrich Equity Investment Fund Management Co.,Ltd/上海共合影业有限公司 /网智西瓜影业（天津）有限公司 Watermelon Pictures（Tianjin）Co.,Ltd"
周杰伦2016地表最强世界巡回演唱会,钟佐泓,周杰伦,周杰伦,音乐,104,2016,8.2,0.0,暂无发行公司,暂无制片公司
东京教父 東京ゴッドファーザーズ,今敏,"今敏,信本敬子","江守彻,梅垣义明,冈本绫,饭塚昭三,加藤精三,石丸博也,槐柳二,屋良有作,寺濑今日子,能登麻美子,大塚明夫,小山力也,宇垣秀成,小形满,芝原智矢子,竹口安芸子,伊藤和晃,古田信幸,汤屋敦子,堀川仁,风间勇刀,最上嗣生,园部好德,川濑晶子,宫崎晋永,矢原加奈子,柴田理惠,犬山犬子,山寺宏一,柚木凉香,进藤尚美,川原庆久,麻生智久,铃森勘司,金田朋子,藤原启治,兴梠里美",剧情,92,2003,8.9,0.0,暂无发行公司,暂无制片公司
人再囧途之泰囧,徐峥,"徐峥,丁丁,束焕","徐峥,王宝强,黄渤,陶虹,谢楠,范冰冰",喜剧,105,2012,7.4,127194.7,北京光线影业有限公司,"北京影艺通影视文化传媒有限公司 Beijing Yingyitong Entertainment Co.,Ltd/北京真乐道文化传播有限公司 Beijing Zhenledao Media Co.,Ltd/黄渤工作室 Huangbo Studio/北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd"
流星蝴蝶剑,李惠民,"李晓苹,古龙","陈意涵,王艳,陈楚河,黄维德,刘德凯,贺刚,张璇,刘永,周奇奇,桑伟淋,邓立民",剧情,120,2010,7.7,0.0,暂无发行公司,暂无制片公司
大地雄心 Far and Away,朗·霍华德,"鲍勃·多尔曼,朗·霍华德","汤姆·克鲁斯,妮可·基德曼,托马斯·吉布森,罗伯特·普罗斯基,芭芭拉·巴布科克,西里尔·库萨克,艾琳·波洛克,科尔姆·米尼,米歇尔·约翰逊,尼尔·托伊宾,巴里·麦戈文,杰瑞德·哈里斯",剧情,140,1992,7.9,0.0,暂无发行公司,暂无制片公司
穿裘皮的维纳斯 모피를 입은 비너스,Song Yae-sup,Song Yae-sup,"Seo Jeong,Baek Hyeon-jin,Moon Jong-won",惊悚,80,2012,3.9,0.0,暂无发行公司,暂无制片公司
渺渺,程孝泽,"程孝泽,蔡怡芬","柯佳嬿,张榕容,范植伟,吴慷仁,屈中恒,北村丰晴,陈亮材,吴震亚,张少怀,李永丰,李律,蔡信弘",喜剧,83,2008,7.0,0.0,暂无发行公司,暂无制片公司
小姐与流浪汉 Lady and the Tramp,克莱德·杰洛尼米,"沃德·格林,厄尔德曼·彭纳,乔·里纳尔迪,拉尔夫·赖特,多恩·达格雷迪","芭芭拉·卢迪,拉里·罗伯茨,派姬·李,李·米勒,比尔·汤普森,比尔·巴乌卡门,薇娜·费尔顿,乔治·吉伏特,斯坦·弗雷贝格,戴尔·麦肯南,艾伦·里德,The Mellomen",喜剧,76,1955,8.5,0.0,暂无发行公司,暂无制片公司
Office有鬼,麦子善,王晶,"陈小春,冯德伦,莫文蔚,舒淇,黄琛如,苑琼丹,罗兰,江美仪",剧情,89,2002,6.7,0.0,暂无发行公司,暂无制片公司
机动战士高达NT 機動戦士ガンダム NT（ナラティブ）,吉泽俊一,"福井晴敏,富野由悠季,矢立肇","榎木淳弥,村中知,松浦爱弓,梅原裕一郎,藤村步,古川慎,盐田朋子,寺杣昌纪,中井和哉,山路和弘,星野贵纪,佐藤节次,驹田航,荒井勇树,岛田岳洋,玉野井直树,中村文德,横沟菜帆",科幻,90,2019,6.1,0.0,暂无发行公司,暂无制片公司
少年班,肖洋,"张冀,肖洋","孙红雷,周冬雨,董子健,王栎鑫,柳希龙,李佳奇,王紫璇,赵立新,王森",剧情,106,2015,5.9,5068.7,"华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd/工夫影业股份有限公司 Gongfu Entertainment Co.,Ltd /中国电影集团公司 China Film Group Corporation","工夫影业股份有限公司 Gongfu Entertainment Co.,Ltd "
西门无恨,杨钧钧,杨钧钧,"杨钧钧,焦恩俊,刘德凯,刘玉婷,李志希",爱情,120,2000,4.4,0.0,暂无发行公司,暂无制片公司
中国好歌曲 第二季,沈宁,"刘欢,周华健,蔡健雅,陈羽凡,胡海泉","刘欢,周华健,蔡健雅,陈羽凡,胡海泉",音乐,120,2015,8.4,0.0,暂无发行公司,暂无制片公司
烽火芳菲,比利·奥古斯特,格雷格·拉特,"刘亦菲,埃米尔·赫斯基,李芳淙,严屹宽,余少群,文森特·里奥特,博隆,罗嘉良,巩汉林,金珠,巩天阔,舒耀瑄",剧情,97,2017,5.9,2944.5,"娱跃影业（天津）有限公司 Yuyue Film (Tianjin) Co.,Ltd /天津银河文化传媒有限公司 Tianjing Yinhe Media Co.,Ltd/华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd","浙江天堂鸟文化传播有限公司 Zhejiang Heaven Birds Media Co., Ltd/浙江天鹏传媒有限公司 Zhejiang Tianpeng Media Co., Ltd/淳安千岛湖旅游集团文化传播有限公司    ChunAn Qiandaohu Tourism Group Media Co.,Ltd   /霍尔果斯盒子电影制片有限公司 Huoerguosi box film production Co., Ltd/东阳璀璨星娱艺人经纪有限公司 Dongyang radiant star entertainment Broker Co., Ltd"
邪恶力量  第五季 Supernatural Season 5,Robert Singer,Eric Kripke,"贾德·帕达里克,詹森·阿克斯,米沙·克林斯",剧情,120,2009,8.9,0.0,暂无发行公司,暂无制片公司
热血同行,刘一志,"苏蓬,胡雅婷,姜大乔,黄姗姗","黄子韬,易烊千玺,胡冰卿,马泽涵,吴俊余,宁心,李俊濠,王子腾,王瑞昌,刘源,郭晓婷,贺鹏,苑子文,刘芸,王庆祥,胡亚捷,林栋甫,赵小锐,刘泽宇",剧情,120,2020,7.5,0.0,暂无发行公司,"北京青春你好文化传媒有限公司 Beijing Flying Youth Media Co.,Ltd/完美世界影视有限责任公司 Wanmei Shijie Entertainment Co.,Ltd/深圳市中汇影视文化传播股份有限公司 Shenzhenshi Zhonghui Entertainment Co.,Ltd /上海天娱传媒有限公司 Shanghai EE Media  Co.,Ltd/北京龙韬娱乐文化有限公司 Beijing Longtao Entertainment Culture Co.,Ltd/霍尔果斯伍仁影视文化有限公司 Huoerguosi Wu Ren Entertainment Culture Co., Ltd/优酷信息技术（北京）有限公司 Youku Information Technology (Beijing) Co.,Ltd/文投控股股份有限公司 Cmi Holdings Ltd"
小小巨人 Giant Little Ones,基思·贝尔曼,基思·贝尔曼,"玛丽亚·贝罗,凯尔·麦克拉克伦,泰勒·辛克森,彼德·奥德博拉治,达伦·曼恩,乔什·维金斯,妮娅姆·威尔逊,基亚娜·马德拉,奥利维亚·斯克里文,卡尔森·迈克马克,李康宁,杰夫·克拉克,海莉·基特尔,史蒂芬·穆尔,埃文·马什,特洛伊·布德罗",剧情,93,2018,7.5,0.0,暂无发行公司,暂无制片公司
21克拉,何念,"马天,李扬,何念","郭京飞,迪丽热巴,大鹏,包贝尔,刘芮麟,王厂长,张钟仪,榕榕,张杨智子",喜剧,96,2018,4.6,11012.8,"北京完美影视传媒有限责任公司 PERFECT WORLD PICTURES /上海尚世影业有限公司 SMG Pictures/华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd/红星美凯龙影业 Hongxing Macalline Investment Co.,Ltd   /上海民新影视娱乐有限公司 ",暂无制片公司
西游记后传,李源,钱雁秋,"曹荣,闾汉彪,黄海冰,吴健,马杰林,李京,张志伟,黑子,马雅舒,涓子",剧情,120,2000,7.7,0.0,暂无发行公司,暂无制片公司
幕后玩家,任鹏远,任鹏远,"徐峥,王丽坤,王砚辉,段博文,任达华,于和伟,朱珠,赵达,谢楠,鲍晓",剧情,114,2018,5.7,0.0,暂无发行公司,暂无制片公司
迷雾 The Mist,弗兰克·德拉邦特,"弗兰克·德拉邦特,斯蒂芬·金","托马斯·简,马西娅·盖伊·哈登,劳瑞·侯登,安德鲁·布劳尔,托比·琼斯,威廉姆·赛德勒,内森·甘宝",科幻,126,2007,7.9,0.0,暂无发行公司,暂无制片公司
爱要来了 ใช่รักหรือเปล่า,Naphat Chaithiangthum,巴尼沙拉·披蒲,"Suraphat Kirivichien,Khunatipapisiri Korn,诺拉帕·沙功颂,查侬·散顶腾古,麦·苏提纳·恩泽功",喜剧,109,2014,6.3,0.0,暂无发行公司,暂无制片公司
勇闯精灵城 Phantom Town,杰夫·伯尔,本杰明·卡尔,"贝琳达·蒙哥玛丽,吉姆·梅茨勒,Lauren Summers,Taylor Locke,John Patrick White,加布里埃尔·斯巴修,Dan Badarau,杰夫·伯尔",恐怖,90,1999,7.0,0.0,暂无发行公司,暂无制片公司
宋家皇朝,张婉婷,罗启锐,"张曼玉,邬君梅,杨紫琼,赵文瑄,吴兴国,姜文,金燕玲,牛振华",剧情,145,1997,7.7,0.0,暂无发行公司,暂无制片公司
血族 第一季 The Strain Season 1,吉尔莫·德尔·托罗,"吉尔莫·德尔·托罗,查克·霍根","寇瑞·斯托尔,大卫·布拉德利,凯文·杜兰,米娅·麦斯特罗,乔纳森·海德,西恩·奥斯汀,娜塔莉·布朗,罗伯特·梅耶,弗朗西斯·卡普拉,莱斯利·霍普,本·海兰德,米格尔·戈麦斯,杰克·凯西,露塔·格德米纳斯",剧情,120,2014,7.3,0.0,暂无发行公司,暂无制片公司
轮到你了 番外篇 房门之内 あなたの番です 扉の向こう,中茎强,高野水登,"片桐仁,峰村理惠,大方斐纱子,德井优,真飞圣,片冈礼子,田中要次,大友花恋,中尾畅树",剧情,120,2019,8.4,0.0,暂无发行公司,暂无制片公司
戴安娜·弗里兰:眼睛要旅行 Diana Vreeland: The Eye Has to Travel,Lisa Immordino Vreeland,"劳伦·白考尔,马里莎·贝伦森,杜鲁门·卡波特,Nicky Vreeland,戴安娜·弗里兰","劳伦·白考尔,马里莎·贝伦森,杜鲁门·卡波特,Nicky Vreeland,戴安娜·弗里兰",纪录片,92,2012,8.6,0.0,暂无发行公司,暂无制片公司
